"","X.1","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","Color","X","facilidad","senal","tipo","choice","outcome","Exito","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"1",1,0,614,"n","True",1,0,"False",0,"True",1,"False",0,"False",0,1,1.848788023,0.347689152,2.004502058,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"2",2,1,323,"n","False",1,1,"False",0,"False",1,"False",0,"True",1,1,2.955682993,1.454524994,1.604360104,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"3",3,2,80,"n","False",1,2,"False",0,"False",1,"False",0,"True",2,1,2.84196806,1.340808868,1.604686975,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"4",4,3,604,"s","False",1,3,"False",0,"False",1,"True",1,"False",2,6,3.5513978,2.050251961,1.603614092,"Naranja",NA,"muchos","ruido","2 BN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"5",5,4,606,"s","False",1,4,"False",0,"False",1,"True",2,"False",2,6,9.670086145,8.169726133,0.902338028,"Azul",NA,"muchos","ruido","2 BN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"6",6,5,168,"n","True",2,4,"False",0,"True",2,"False",2,"False",2,1,2.353849888,0.852677107,1.202772856,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"7",7,6,93,"n","False",2,5,"False",0,"False",2,"False",2,"True",3,1,2.855161905,1.353967905,1.40417099,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"8",8,7,84,"n","False",2,6,"False",0,"False",2,"False",2,"True",4,1,4.053096056,2.551882982,0.701834917,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"9",9,8,619,"n","True",3,6,"False",0,"True",3,"False",2,"False",4,2,4.553851843,3.052753925,0.701839924,"Azul",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"10",10,9,293,"n","True",4,6,"False",0,"True",4,"False",2,"False",4,1,3.355778933,1.854727983,0.902391911,"Verde",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"11",11,10,200,"n","True",5,6,"False",0,"True",5,"False",2,"False",4,1,2.353412151,0.852365017,1.703963041,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"12",12,11,424,"s","True",6,6,"True",1,"False",5,"False",2,"False",4,5,4.052627087,2.551558018,1.202959061,"Azul",NA,"muchos","senal","3 BS",1,4,1,"0","0","1","0","1","0","1","0","1","0","1","0"
"13",13,12,115,"n","False",6,7,"False",1,"False",5,"False",2,"True",5,2,3.04338479,1.542201042,1.60456419,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"14",14,13,116,"s","True",7,7,"True",2,"False",5,"False",2,"False",5,6,3.753255129,2.252061129,1.20409894,"Azul",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"15",15,14,158,"s","True",8,7,"True",3,"False",5,"False",2,"False",5,6,2.955863953,1.45468688,0.601500034,"Naranja",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"16",16,15,577,"s","False",8,8,"False",3,"False",5,"True",3,"False",5,6,2.750735998,1.249557972,1.102885962,"Azul",NA,"muchos","ruido","2 BN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"17",17,16,264,"n","True",9,8,"False",3,"True",6,"False",3,"False",5,1,2.552993059,1.051772118,0.802148104,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"18",18,17,408,"n","False",9,9,"False",3,"False",6,"False",3,"True",6,1,3.150579214,1.649463177,1.103120089,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"19",19,18,326,"n","False",9,10,"False",3,"False",6,"False",3,"True",7,1,2.750539064,1.24940896,1.303226948,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"20",20,19,231,"n","True",10,10,"False",3,"True",7,"False",3,"False",7,1,4.359045982,2.858257055,1.203669071,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"21",21,20,626,"n","True",11,10,"False",3,"True",8,"False",3,"False",7,1,2.649635077,1.148468971,1.70419383,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"22",22,21,294,"n","True",12,10,"False",3,"True",9,"False",3,"False",7,1,2.35343194,0.852259874,0.80200696,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"23",23,22,413,"n","False",12,11,"False",3,"False",9,"False",3,"True",8,1,2.249403954,0.749119997,1.00248313,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"24",24,23,124,"s","True",13,11,"True",4,"False",9,"False",3,"False",8,6,2.555101156,1.053945065,1.003307819,"Verde",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"25",25,24,97,"s","True",14,11,"True",5,"False",9,"False",3,"False",8,6,2.353150845,0.85201478,1.202980042,"Naranja",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"26",26,25,565,"n","True",15,11,"False",5,"True",10,"False",3,"False",8,1,3.050438881,1.54923296,1.503812075,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"27",27,26,379,"n","False",15,12,"False",5,"False",10,"False",3,"True",9,1,2.248358965,0.747292042,1.203449965,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"28",28,27,127,"s","True",16,12,"True",6,"False",10,"False",3,"False",9,6,2.955293894,1.454202175,0.902482986,"Verde",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
